id,name,rarity,description,cost,tags,damage,damageType,attunement,stackable,weightEach,image,shape,container,containerRows,containerCols
cinnamon,Cinnamon,common,Merchants commonly exchange trade goods without using currency.,2gp,trade_good,,,,,1,,,,,
circlet_of_blasting,Circlet of Blasting,uncommon,"While wearing this circlet, you can cast Scorching Ray with it (+5 to hit). The circlet can't cast this spell again until the next dawn.",,wondrous_item,,,,,,,,,,
climber_s_kit,Climber's Kit,common,"A Climber's Kit includes boot tips, gloves, pitons, and a harness. As a Utilize action, you can use the Climber's Kit to anchor yourself; when you do, you can't fall more than 25 feet from the anchor point, and you can't move more than 25 feet from there without undoing the anchor as a Bonus Action.",25gp,adventuring_gear,,,,,12,,,,,
cloak_of_arachnida,Cloak of Arachnida,very_rare,"This fine garment is made of black silk interwoven with faint, silvery threads. While wearing it, you gain the following benefits. Poison Resistance.",,wondrous_item,,,true,,,,,,,
cloak_of_billowing,Cloak of Billowing,common,"While wearing this cloak, you can take a Bonus Action to make it billow dramatically for 1 minute.",,wondrous_item,,,,,,,,,,
cloak_of_displacement,Cloak of Displacement,rare,"While you wear this cloak, it magically projects an illusion that makes you appear to be standing in a place near your actual location, causing any creature to have Disadvantage on attack rolls against you. If you take damage, the property ceases to function until the start of your next turn. This property is suppressed while your Speed is 0.",,wondrous_item,,,true,,,,,,,
cloak_of_elvenkind,Cloak of Elvenkind,uncommon,"While you wear this cloak, Wisdom (Perception) checks made to perceive you have Disadvantage, and you have Advantage on Dexterity (Stealth) checks.",,wondrous_item,,,true,,,,,,,
cloak_of_invisibility,Cloak of Invisibility,legendary,"This cloak has 3 charges and regains 1d3 expended charges daily at dawn. While wearing the cloak, you can take a Magic action to pull its hood over your head and expend 1 charge to give yourself the Invisible condition for 1 hour. The effect ends early if you pull the hood down (no action required) or cease wearing the hood.",,wondrous_item,,,true,,,,,,,
cloak_of_many_fashions,Cloak of Many Fashions,common,"While wearing this cloak, you can take a Bonus Action to change the style, color, and apparent quality of the garment. The cloak's weight doesn't change. Regardless of its appearance, the cloak can't be anything but a cloak.",,wondrous_item,,,,,,,,,,
cloak_of_protection,Cloak of Protection,uncommon,You gain a +1 bonus to Armor Class and saving throws while you wear this cloak.,,wondrous_item,,,true,,,,,,,
cloak_of_the_bat,Cloak of the Bat,rare,"While wearing this cloak, you have Advantage on Dexterity (Stealth) checks. In an area of Dim Light or Darkness, you can grip the edges of the cloak and use it to gain a Fly Speed of 40 feet. If you ever fail to grip the cloak's edges while flying in this way, or if you are no longer in Dim Light or Darkness, you lose this Fly Speed.",,wondrous_item,,,true,,,,,,,
cloak_of_the_manta_ray,Cloak of the Manta Ray,uncommon,"While wearing this cloak, you can breathe underwater, and you have a Swim Speed of 60 feet.",,wondrous_item,,,true,,,,,,,
clockwork_amulet,Clockwork Amulet,common,"This copper amulet contains tiny interlocking gears and is powered by magic from Mechanus, a plane of clockwork predictability. Faint ticking and whirring noises emanate from within. When you make an attack roll while wearing the amulet, you can forgo rolling the d20 to get a 10 on the die.",,wondrous_item,,,,,,,,,,
clothes_of_mending,Clothes of Mending,common,This elegant outfit magically mends itself to counteract daily wear and tear. Pieces of the outfit that are destroyed can't be repaired in this way.,,wondrous_item,,,,,,,,,,
cloves,Cloves,common,Merchants commonly exchange trade goods without using currency.,3gp,trade_good,,,,,1,,,,,
club,Club,common,,1sp,weapon|simple_weapon|melee_weapon,1d4,bludgeoning,,,2,,,,,
cobbler_s_tools,Cobbler's Tools,common,"Ability: Dexterity Utilize: Modify footwear to give Advantage on the wearer's next Dexterity (Acrobatics) check (DC 10) Craft: Climber's Kit Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency. If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool.",5gp,artisan's_tools,,,,,5,,,,,
common_wine_bottle,Common Wine (bottle),common,,2sp,food_and_drink,,,,,,,,,,
component_pouch,Component Pouch,common,A Component Pouch is watertight and filled with compartments that hold all the free Material components of your spells.,25gp,adventuring_gear,,,,,2,,,,,
cook_s_utensils,Cook's Utensils,common,"Ability: Wisdom Utilize: Improve food's flavor (DC 10), or detect spoiled or poisoned food (DC 15) Craft: Rations Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency. If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool.",1gp,artisan's_tools,,,,,8,,,,,
copper,Copper,common,Merchants commonly exchange trade goods without using currency.,5sp,trade_good,,,,,1,,,,,
copper_dragon_scale_mail,Copper Dragon Scale Mail,very_rare,"Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon.",,medium_armor_(scale_mail),AC 14 + Dex (max 2),,true,,45,,,,,
costume,Costume,common,"While wearing a Costume, you have Advantage on any ability check you make to impersonate the person or type of person it represents.",5gp,adventuring_gear,,,,,4,,,,,
cotton_cloth_1_sq_yd,Cotton Cloth (1 sq. yd.),common,Merchants commonly exchange trade goods without using currency.,5sp,trade_good,,,,,,,,,,
cow,Cow,common,Merchants commonly exchange trade goods without using currency.,10gp,trade_good,,,,,,,,,,
crossbow_bolt_case,Crossbow Bolt Case,common,A Crossbow Bolt Case holds up to 20 Bolts.,1gp,adventuring_gear,,,,,1,,,,,
crowbar,Crowbar,common,Using a Crowbar gives you Advantage on Strength checks where the Crowbar's leverage can be applied.,2gp,adventuring_gear,,,,,5,,,,,
crystal,Crystal,common,"An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus.",10gp,spellcasting_focus,,,,,1,,,,,
crystal_ball,Crystal Ball,very_rare,"The typical crystal ball, a very rare item, is about 6 inches in diameter. While touching it, you can cast the Scrying spell (save DC 17) with it.",,wondrous_item,,,true,,3,,,,,
crystal_ball_of_mind_reading,Crystal Ball of Mind Reading,legendary,"While touching this crystal orb, you can cast Scrying (save DC 17) with it. In addition, you can cast Detect Thoughts (save DC 17) targeting creatures you can see within 30 feet of the spell's sensor. You don't need to concentrate on this Detect Thoughts spell to maintain it during its duration, but it ends if the Scrying spell ends.",,wondrous_item,,,true,,3,,,,,
crystal_ball_of_telepathy,Crystal Ball of Telepathy,legendary,"While touching this crystal orb, you can cast Scrying (save DC 17) with it. In addition, you can communicate telepathically with creatures you can see within 30 feet of the spell's sensor. You can also cast Suggestion (save DC 17) through the sensor on one of those creatures.",,wondrous_item,,,true,,3,,,,,
crystal_ball_of_true_seeing,Crystal Ball of True Seeing,legendary,"While touching this crystal orb, you can cast Scrying (save DC 17) with it. In addition, you have Truesight with a range of 120 feet centered on the spell's sensor.",,wondrous_item,,,true,,3,,,,,
cube_of_force,Cube of Force,rare,"This cube is about an inch across. Each face has a distinct marking on it. You can press one of those faces, expend the number of charges required for it, and thereby cast the spell associated with it (save DC 17), as shown in the Cube of Force Faces table.",,wondrous_item,,,true,,,,,,,
cube_of_summoning,Cube of Summoning,rare,"This Tiny cube looks like a jack-in-the-box. When you wind its crank as a Magic action, a merry tune emits from the box, the lid pops open, a creature appears in the nearest unoccupied space, and the lid closes. The lid can't otherwise be opened.",,wondrous_item,,,,,,,,,,
cubic_gate,Cubic Gate,legendary,"This cube is 3 inches across and radiates palpable magical energy. The six sides of the cube are each keyed to a different plane of existence, one of which is the Material Plane. The other sides are linked to planes determined by the DM.",,wondrous_item,,,,,,,,,,
daern_s_instant_fortress,Daern's Instant Fortress,rare,"As a Magic action, you can place this 1-inch adamantine statuette on the ground and, using a command word, cause it to grow rapidly into a square adamantine tower. Repeating the command word causes the tower to revert to statuette form, which works only if the tower is empty. Each creature in the area where the tower appears is pushed to an unoccupied space outside but next to the tower.",,wondrous_item,,,true,,,,,,,
dagger,Dagger,common,,2gp,weapon|simple_weapon|melee_weapon,1d4,piercing,,,1,,,,,
dagger_of_venom,Dagger of Venom,rare,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon. You can take a Bonus Action to magically coat the blade with poison. The poison remains for 1 minute or until an attack using this weapon hits a creature.,,weapon_(dagger)|simple_weapon|melee_weapon,1d4,piercing,,,1,,,,,
dark_shard_amulet,Dark Shard Amulet,common,"This amulet is fashioned from a shard of resilient material originating from an otherworldly realm. While you are wearing it, you gain the following benefits. Spellcasting Focus.",,wondrous_item|spellcasting_focus,,,true,,1,,,,,
dart,Dart,common,,5cp,weapon|simple_weapon|ranged_weapon,1d4,piercing,,,,,,,,
decanter_of_endless_water,Decanter of Endless Water,uncommon,"This stoppered flask sloshes when shaken, as if it contains water. The decanter weighs 2 pounds. You can take a Magic action to remove the stopper and issue one of three command words, whereupon an amount of fresh water or salt water (your choice) pours out of the flask.",,wondrous_item,,,,,2,,,,,
deck_of_illusions,Deck of Illusions,uncommon,This box contains a set of cards. A full deck has 34 cards: 32 depicting specific creatures and two with a mirrored surface. A deck found as treasure is usually missing 1d20 - 1 cards.,,wondrous_item,,,,,,,,,,
deck_of_many_things,Deck of Many Things,legendary,"Usually found in a box or pouch, this deck contains a number of cards made of ivory or vellum. Most (75 percent) of these decks have thirteen cards, but some have twenty-two. Use the appropriate column of the Deck of Many Things table when randomly determining cards drawn from the deck.",,wondrous_item,,,,,,,,,,
demonomicon_of_iggwilv,Demonomicon of Iggwilv,artifact,"This treatise, composed by Iggwilv the archmage, documents the Abyss's layers and inhabitants and is widely regarded as the most thorough and blasphemous tome of demonology in the multiverse. The tome recounts both the oldest and most current profanities of the Abyss and demons. Demons have attempted to censor the text, and while sections have been ripped from the book's spine, the general chapters remain, ever revealing demonic secrets.",,wondrous_item,,,true,,,,,,,
dice_set,Dice Set,common,"Ability: Wisdom Utilize: Discern whether someone is cheating (DC 10), or win the game (DC 20) If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.",1sp,gaming_set,,,,,,,,,,
dimensional_shackles,Dimensional Shackles,rare,"You can take a Utilize action to place these shackles on a creature that has the Incapacitated condition. The shackles adjust to fit a creature of Small to Large size. The shackles prevent a creature bound by them from using any method of extradimensional movement, including teleportation or travel to a different plane of existence.",,wondrous_item,,,,,,,,,,
